id,marque,modele,annee,kilometrage,prix,carburant,transmission,couleur,ville,typeVendeur,datePublication,description
313,Jeep,Wrangler,2023,500,59980,ESSENCE,AUTOMATIQUE,Blanc,Ottawa,CONCESSIONNAIRE,2026-07-12,"A vendre Jeep Wrangler 2023, 500 km au compteur. A essence avec transmission automatique, tres fiable pour la conduite hivernale canadienne. Couleur blanc, aucun accident rapporte. Disponible a Ottawa. Prix demande: 59 980 $."
314,Kia,Forte,2018,34864,19495,ESSENCE,AUTOMATIQUE,Rouge,Gatineau,CONCESSIONNAIRE,2025-10-19,"Cette Kia Forte 2018 (34 864 km) est en excellent etat. Carburant: a essence, transmission automatique, couleur rouge. Vehicule non accidente, deuxieme proprietaire. Localisation: Gatineau. Prix affiche: 19 495 $ CAD, faire une offre."
315,Audi,Q8,2019,69000,57888,HYBRIDE,AUTOMATIQUE,Noir,Montreal,CONCESSIONNAIRE,2025-12-11,"Occasion a saisir: Audi Q8 2019, seulement 69 000 km. Vehicule hybride, faible consommation, transmission automatique, entretien fait chez le concessionnaire. Pneus quatre saisons inclus, parfait pour le climat de Montreal. Prix: 57 888 $."
316,Volkswagen,ID.4,2022,4106,69888,ELECTRIQUE,AUTOMATIQUE,Noir,Toronto,CONCESSIONNAIRE,2025-10-30,"Cette Volkswagen ID.4 2022 (4 106 km) est en excellent etat. Carburant: 100% electrique, zero emission, transmission automatique, couleur noir. Vehicule non accidente, deuxieme proprietaire. Localisation: Toronto. Prix affiche: 69 888 $ CAD, faire une offre."
317,GMC,Sierra,2023,500,70460,ESSENCE,MANUELLE,Noir,Toronto,CONCESSIONNAIRE,2026-02-20,"A vendre GMC Sierra 2023, 500 km au compteur. A essence avec transmission manuelle, tres fiable pour la conduite hivernale canadienne. Couleur noir, aucun accident rapporte. Disponible a Toronto. Prix demande: 70 460 $."
318,GMC,SIERRA,2015,116209,42995,ESSENCE,AUTOMATIQUE,Blanc,Toronto,CONCESSIONNAIRE,2025-11-13,"A vendre GMC SIERRA 2015, 116 209 km au compteur. A essence avec transmission automatique, tres fiable pour la conduite hivernale canadienne. Couleur blanc, aucun accident rapporte. Disponible a Toronto. Prix demande: 42 995 $."
319,Audi,Q5,2014,179986,13999,ESSENCE,AUTOMATIQUE,Noir,London,PARTICULIER,2026-07-19,"Superbe Audi Q5 2014 en excellente condition, 179 986 km. Entretien regulier effectue, carnet complet disponible. Vehicule a essence, transmission automatique. Interieur propre et non-fumeur. Idealement situe a London. Prix: 13 999 $ CAD, negociable."
320,GMC,Sierra,2020,72000,61901,DIESEL,MANUELLE,Noir,Toronto,CONCESSIONNAIRE,2026-01-06,"Cette GMC Sierra 2020 (72 000 km) est en excellent etat. Carburant: diesel, economique en carburant, transmission manuelle, couleur noir. Vehicule non accidente, deuxieme proprietaire. Localisation: Toronto. Prix affiche: 61 901 $ CAD, faire une offre."
321,Volvo,XC90 Recharge,2020,48085,56364,HYBRIDE_RECHARGEABLE,AUTOMATIQUE,Bordeaux,Montreal,CONCESSIONNAIRE,2025-06-16,"Superbe Volvo XC90 Recharge 2020 en excellente condition, 48 085 km. Entretien regulier effectue, carnet complet disponible. Vehicule hybride rechargeable (PHEV), transmission automatique. Interieur propre et non-fumeur. Idealement situe a Montreal. Prix: 56 364 $ CAD, negociable."
322,Tesla,Model S,2022,18243,64999,ELECTRIQUE,AUTOMATIQUE,Blanc,Quebec,PARTICULIER,2026-04-20,"Superbe Tesla Model S 2022 en excellente condition, 18 243 km. Entretien regulier effectue, carnet complet disponible. Vehicule 100% electrique, zero emission, transmission automatique. Interieur propre et non-fumeur. Idealement situe a Quebec. Prix: 64 999 $ CAD, negociable."
323,Honda,Civic,2020,40522,28595,ESSENCE,AUTOMATIQUE,Rouge,Vancouver,PARTICULIER,2026-04-22,"Occasion a saisir: Honda Civic 2020, seulement 40 522 km. Vehicule a essence, transmission automatique, entretien fait chez le concessionnaire. Pneus quatre saisons inclus, parfait pour le climat de Vancouver. Prix: 28 595 $."
324,BMW,7,2016,75745,40998,ESSENCE,MANUELLE,Noir,Kitchener,PARTICULIER,2026-06-04,"Cette BMW 7 2016 (75 745 km) est en excellent etat. Carburant: a essence, transmission manuelle, couleur noir. Vehicule non accidente, deuxieme proprietaire. Localisation: Kitchener. Prix affiche: 40 998 $ CAD, faire une offre."
325,Tesla,Model 3,2019,52790,50999,ELECTRIQUE,AUTOMATIQUE,Noir,Winnipeg,CONCESSIONNAIRE,2025-07-03,"Occasion a saisir: Tesla Model 3 2019, seulement 52 790 km. Vehicule 100% electrique, zero emission, transmission automatique, entretien fait chez le concessionnaire. Pneus quatre saisons inclus, parfait pour le climat de Winnipeg. Prix: 50 999 $."
326,Volvo,C30,2011,171000,10499,ESSENCE,AUTOMATIQUE,Gris,Calgary,CONCESSIONNAIRE,2026-05-18,"A vendre Volvo C30 2011, 171 000 km au compteur. A essence avec transmission automatique, tres fiable pour la conduite hivernale canadienne. Couleur gris, aucun accident rapporte. Disponible a Calgary. Prix demande: 10 499 $."
327,Dodge,RAM,2013,70000,28800,ESSENCE,MANUELLE,Noir,Kelowna,CONCESSIONNAIRE,2025-08-03,"A vendre Dodge RAM 2013, 70 000 km au compteur. A essence avec transmission manuelle, tres fiable pour la conduite hivernale canadienne. Couleur noir, aucun accident rapporte. Disponible a Kelowna. Prix demande: 28 800 $."
328,BMW,i3,2014,41000,24888,ELECTRIQUE,AUTOMATIQUE,Argent,Toronto,PARTICULIER,2026-07-20,"BMW i3 2014 de couleur argent, 41 000 km, en tres bon etat mecanique et esthetique. Moteur 100% electrique, zero emission, transmission automatique. Inspection recente reussie. Vendeur situe a Toronto. Prix: 24 888 $ CAD."
329,Volkswagen,Jetta,2019,52600,23770,ESSENCE,AUTOMATIQUE,Noir,Hamilton,CONCESSIONNAIRE,2025-11-14,"A vendre Volkswagen Jetta 2019, 52 600 km au compteur. A essence avec transmission automatique, tres fiable pour la conduite hivernale canadienne. Couleur noir, aucun accident rapporte. Disponible a Hamilton. Prix demande: 23 770 $."
330,Chrysler,Pacifica Hybrid,2020,59211,35607,HYBRIDE_RECHARGEABLE,AUTOMATIQUE,Beige,Montreal,CONCESSIONNAIRE,2026-03-29,"Cette Chrysler Pacifica Hybrid 2020 (59 211 km) est en excellent etat. Carburant: hybride rechargeable (PHEV), transmission automatique, couleur beige. Vehicule non accidente, deuxieme proprietaire. Localisation: Montreal. Prix affiche: 35 607 $ CAD, faire une offre."
331,Volkswagen,Jetta,2019,46987,30990,ESSENCE,MANUELLE,Gris,Regina,CONCESSIONNAIRE,2026-03-30,"A vendre Volkswagen Jetta 2019, 46 987 km au compteur. A essence avec transmission manuelle, tres fiable pour la conduite hivernale canadienne. Couleur gris, aucun accident rapporte. Disponible a Regina. Prix demande: 30 990 $."
332,Dodge,Charger,2017,93838,36499,ESSENCE,AUTOMATIQUE,Noir,Surrey,PARTICULIER,2026-01-14,"Cette Dodge Charger 2017 (93 838 km) est en excellent etat. Carburant: a essence, transmission automatique, couleur noir. Vehicule non accidente, deuxieme proprietaire. Localisation: Surrey. Prix affiche: 36 499 $ CAD, faire une offre."
333,Volvo,XC60 Recharge,2021,38899,49878,HYBRIDE_RECHARGEABLE,AUTOMATIQUE,Beige,Toronto,CONCESSIONNAIRE,2025-12-28,"Cette Volvo XC60 Recharge 2021 (38 899 km) est en excellent etat. Carburant: hybride rechargeable (PHEV), transmission automatique, couleur beige. Vehicule non accidente, deuxieme proprietaire. Localisation: Toronto. Prix affiche: 49 878 $ CAD, faire une offre."
334,Hyundai,Sonata,2011,115501,12888,ESSENCE,AUTOMATIQUE,Gris,London,PARTICULIER,2025-08-31,"Occasion a saisir: Hyundai Sonata 2011, seulement 115 501 km. Vehicule a essence, transmission automatique, entretien fait chez le concessionnaire. Pneus quatre saisons inclus, parfait pour le climat de London. Prix: 12 888 $."
335,Kia,Soul,2020,38911,23979,ESSENCE,AUTOMATIQUE,Bleu,Vancouver,CONCESSIONNAIRE,2025-07-25,"Occasion a saisir: Kia Soul 2020, seulement 38 911 km. Vehicule a essence, transmission automatique, entretien fait chez le concessionnaire. Pneus quatre saisons inclus, parfait pour le climat de Vancouver. Prix: 23 979 $."
336,Hyundai,Tucson,2017,169110,16950,ESSENCE,AUTOMATIQUE,Argent,Quebec,CONCESSIONNAIRE,2025-06-20,"Occasion a saisir: Hyundai Tucson 2017, seulement 169 110 km. Vehicule a essence, transmission automatique, entretien fait chez le concessionnaire. Pneus quatre saisons inclus, parfait pour le climat de Quebec. Prix: 16 950 $."
337,Hyundai,Ioniq,2019,45905,30745,HYBRIDE,AUTOMATIQUE,Gris,Montreal,PARTICULIER,2025-08-14,"Superbe Hyundai Ioniq 2019 en excellente condition, 45 905 km. Entretien regulier effectue, carnet complet disponible. Vehicule hybride, faible consommation, transmission automatique. Interieur propre et non-fumeur. Idealement situe a Montreal. Prix: 30 745 $ CAD, negociable."
338,Ford,Escape,2022,500,48109,HYBRIDE,AUTOMATIQUE,Argent,Quebec,CONCESSIONNAIRE,2026-02-09,"Superbe Ford Escape 2022 en excellente condition, 500 km. Entretien regulier effectue, carnet complet disponible. Vehicule hybride, faible consommation, transmission automatique. Interieur propre et non-fumeur. Idealement situe a Quebec. Prix: 48 109 $ CAD, negociable."
339,Jeep,Wrangler,2023,500,72499,HYBRIDE,MANUELLE,Gris,Gatineau,CONCESSIONNAIRE,2026-01-29,"Occasion a saisir: Jeep Wrangler 2023, seulement 500 km. Vehicule hybride, faible consommation, transmission manuelle, entretien fait chez le concessionnaire. Pneus quatre saisons inclus, parfait pour le climat de Gatineau. Prix: 72 499 $."
340,Hyundai,SANTA,2022,22003,55495,HYBRIDE,AUTOMATIQUE,Noir,Toronto,PARTICULIER,2026-06-03,"A vendre Hyundai SANTA 2022, 22 003 km au compteur. Hybride, faible consommation avec transmission automatique, tres fiable pour la conduite hivernale canadienne. Couleur noir, aucun accident rapporte. Disponible a Toronto. Prix demande: 55 495 $."
341,Volvo,XC60,2023,500,69334,ESSENCE,AUTOMATIQUE,Blanc,Edmonton,CONCESSIONNAIRE,2026-04-30,"Cette Volvo XC60 2023 (500 km) est en excellent etat. Carburant: a essence, transmission automatique, couleur blanc. Vehicule non accidente, deuxieme proprietaire. Localisation: Edmonton. Prix affiche: 69 334 $ CAD, faire une offre."
342,Audi,S3,2019,77735,39900,ESSENCE,MANUELLE,Blanc,Edmonton,CONCESSIONNAIRE,2025-10-21,"A vendre Audi S3 2019, 77 735 km au compteur. A essence avec transmission manuelle, tres fiable pour la conduite hivernale canadienne. Couleur blanc, aucun accident rapporte. Disponible a Edmonton. Prix demande: 39 900 $."
343,Volvo,XC90,2022,22000,94580,HYBRIDE,AUTOMATIQUE,Noir,Montreal,CONCESSIONNAIRE,2026-05-12,"Cette Volvo XC90 2022 (22 000 km) est en excellent etat. Carburant: hybride, faible consommation, transmission automatique, couleur noir. Vehicule non accidente, deuxieme proprietaire. Localisation: Montreal. Prix affiche: 94 580 $ CAD, faire une offre."
344,Volkswagen,Beetle,2014,183000,15000,DIESEL,MANUELLE,Gris,Montreal,CONCESSIONNAIRE,2026-06-21,"Cette Volkswagen Beetle 2014 (183 000 km) est en excellent etat. Carburant: diesel, economique en carburant, transmission manuelle, couleur gris. Vehicule non accidente, deuxieme proprietaire. Localisation: Montreal. Prix affiche: 15 000 $ CAD, faire une offre."
345,Ford,Mustang,2022,4000,71995,ELECTRIQUE,AUTOMATIQUE,Blanc,Quebec,PARTICULIER,2026-02-17,"Cette Ford Mustang 2022 (4 000 km) est en excellent etat. Carburant: 100% electrique, zero emission, transmission automatique, couleur blanc. Vehicule non accidente, deuxieme proprietaire. Localisation: Quebec. Prix affiche: 71 995 $ CAD, faire une offre."
346,Mercedes-Benz,GLC,2021,13112,57988,ESSENCE,AUTOMATIQUE,Noir,Montreal,CONCESSIONNAIRE,2026-04-03,"Occasion a saisir: Mercedes-Benz GLC 2021, seulement 13 112 km. Vehicule a essence, transmission automatique, entretien fait chez le concessionnaire. Pneus quatre saisons inclus, parfait pour le climat de Montreal. Prix: 57 988 $."
347,Hyundai,Elantra,2014,174000,8995,ESSENCE,MANUELLE,Argent,Ottawa,CONCESSIONNAIRE,2026-07-26,"Occasion a saisir: Hyundai Elantra 2014, seulement 174 000 km. Vehicule a essence, transmission manuelle, entretien fait chez le concessionnaire. Pneus quatre saisons inclus, parfait pour le climat de Ottawa. Prix: 8 995 $."
348,BMW,3,2018,91000,30995,DIESEL,AUTOMATIQUE,Noir,Toronto,PARTICULIER,2026-05-01,"Occasion a saisir: BMW 3 2018, seulement 91 000 km. Vehicule diesel, economique en carburant, transmission automatique, entretien fait chez le concessionnaire. Pneus quatre saisons inclus, parfait pour le climat de Toronto. Prix: 30 995 $."
349,Honda,Civic,2020,93240,31495,ESSENCE,MANUELLE,Blanc,Ottawa,PARTICULIER,2026-01-30,"Occasion a saisir: Honda Civic 2020, seulement 93 240 km. Vehicule a essence, transmission manuelle, entretien fait chez le concessionnaire. Pneus quatre saisons inclus, parfait pour le climat de Ottawa. Prix: 31 495 $."
350,Jeep,Grand,2022,500,81845,HYBRIDE,AUTOMATIQUE,Noir,Vancouver,CONCESSIONNAIRE,2025-11-09,"Jeep Grand 2022 de couleur noir, 500 km, en tres bon etat mecanique et esthetique. Moteur hybride, faible consommation, transmission automatique. Inspection recente reussie. Vendeur situe a Vancouver. Prix: 81 845 $ CAD."
351,Ford,F-250,2016,159648,44988,DIESEL,MANUELLE,Argent,Montreal,PARTICULIER,2026-06-08,"Superbe Ford F-250 2016 en excellente condition, 159 648 km. Entretien regulier effectue, carnet complet disponible. Vehicule diesel, economique en carburant, transmission manuelle. Interieur propre et non-fumeur. Idealement situe a Montreal. Prix: 44 988 $ CAD, negociable."
352,Chevrolet,SILVERADO,2023,500,85113,DIESEL,AUTOMATIQUE,Vert,Toronto,CONCESSIONNAIRE,2025-06-20,"A vendre Chevrolet SILVERADO 2023, 500 km au compteur. Diesel, economique en carburant avec transmission automatique, tres fiable pour la conduite hivernale canadienne. Couleur vert, aucun accident rapporte. Disponible a Toronto. Prix demande: 85 113 $."
353,Nissan,Murano,2019,105449,22495,ESSENCE,AUTOMATIQUE,Blanc,London,CONCESSIONNAIRE,2026-01-18,"A vendre Nissan Murano 2019, 105 449 km au compteur. A essence avec transmission automatique, tres fiable pour la conduite hivernale canadienne. Couleur blanc, aucun accident rapporte. Disponible a London. Prix demande: 22 495 $."
354,Hyundai,Sonata,2020,97521,27888,ESSENCE,AUTOMATIQUE,Blanc,Toronto,PARTICULIER,2026-04-17,"A vendre Hyundai Sonata 2020, 97 521 km au compteur. A essence avec transmission automatique, tres fiable pour la conduite hivernale canadienne. Couleur blanc, aucun accident rapporte. Disponible a Toronto. Prix demande: 27 888 $."
355,Tesla,Model X,2023,500,76290,ELECTRIQUE,AUTOMATIQUE,Blanc,Vancouver,CONCESSIONNAIRE,2025-06-13,"Tesla Model X 2023 de couleur blanc, 500 km, en tres bon etat mecanique et esthetique. Moteur 100% electrique, zero emission, transmission automatique. Inspection recente reussie. Vendeur situe a Vancouver. Prix: 76 290 $ CAD."
356,Ford,Escape,2023,500,53629,HYBRIDE,MANUELLE,Bleu,Laval,CONCESSIONNAIRE,2026-04-09,"Superbe Ford Escape 2023 en excellente condition, 500 km. Entretien regulier effectue, carnet complet disponible. Vehicule hybride, faible consommation, transmission manuelle. Interieur propre et non-fumeur. Idealement situe a Laval. Prix: 53 629 $ CAD, negociable."
357,Jeep,WRANGLER,2023,500,56944,ESSENCE,AUTOMATIQUE,Argent,Gatineau,CONCESSIONNAIRE,2026-08-31,"Cette Jeep WRANGLER 2023 (500 km) est en excellent etat. Carburant: a essence, transmission automatique, couleur argent. Vehicule non accidente, deuxieme proprietaire. Localisation: Gatineau. Prix affiche: 56 944 $ CAD, faire une offre."
358,Tesla,Model 3,2020,44601,47800,ELECTRIQUE,AUTOMATIQUE,Noir,Montreal,PARTICULIER,2026-07-26,"Cette Tesla Model 3 2020 (44 601 km) est en excellent etat. Carburant: 100% electrique, zero emission, transmission automatique, couleur noir. Vehicule non accidente, deuxieme proprietaire. Localisation: Montreal. Prix affiche: 47 800 $ CAD, faire une offre."
359,BMW,330e,2021,39871,37530,HYBRIDE_RECHARGEABLE,AUTOMATIQUE,Brun,Toronto,CONCESSIONNAIRE,2026-03-23,"Occasion a saisir: BMW 330e 2021, seulement 39 871 km. Vehicule hybride rechargeable (PHEV), transmission automatique, entretien fait chez le concessionnaire. Pneus quatre saisons inclus, parfait pour le climat de Toronto. Prix: 37 530 $."
360,Tesla,Model X,2021,14099,76577,ELECTRIQUE,AUTOMATIQUE,Blanc,Vancouver,CONCESSIONNAIRE,2026-07-02,"A vendre Tesla Model X 2021, 14 099 km au compteur. 100% electrique, zero emission avec transmission automatique, tres fiable pour la conduite hivernale canadienne. Couleur blanc, aucun accident rapporte. Disponible a Vancouver. Prix demande: 76 577 $."
361,Volkswagen,Atlas,2023,7758,59256,ESSENCE,AUTOMATIQUE,Blanc,Trois-Rivieres,CONCESSIONNAIRE,2026-01-01,"Occasion a saisir: Volkswagen Atlas 2023, seulement 7 758 km. Vehicule a essence, transmission automatique, entretien fait chez le concessionnaire. Pneus quatre saisons inclus, parfait pour le climat de Trois-Rivieres. Prix: 59 256 $."
362,GMC,Sierra,2023,500,65113,ESSENCE,AUTOMATIQUE,Blanc,Edmonton,PARTICULIER,2026-04-09,"Superbe GMC Sierra 2023 en excellente condition, 500 km. Entretien regulier effectue, carnet complet disponible. Vehicule a essence, transmission automatique. Interieur propre et non-fumeur. Idealement situe a Edmonton. Prix: 65 113 $ CAD, negociable."
363,Mitsubishi,Lancer,2014,140537,13990,ESSENCE,MANUELLE,Blanc,Vancouver,CONCESSIONNAIRE,2025-07-27,"Cette Mitsubishi Lancer 2014 (140 537 km) est en excellent etat. Carburant: a essence, transmission manuelle, couleur blanc. Vehicule non accidente, deuxieme proprietaire. Localisation: Vancouver. Prix affiche: 13 990 $ CAD, faire une offre."
364,Ford,Mustang,2022,8201,81565,ELECTRIQUE,AUTOMATIQUE,Gris,Vancouver,PARTICULIER,2025-10-10,"Occasion a saisir: Ford Mustang 2022, seulement 8 201 km. Vehicule 100% electrique, zero emission, transmission automatique, entretien fait chez le concessionnaire. Pneus quatre saisons inclus, parfait pour le climat de Vancouver. Prix: 81 565 $."
365,Jeep,Grand,2022,5895,62995,ESSENCE,AUTOMATIQUE,Blanc,Hamilton,PARTICULIER,2026-08-13,"Cette Jeep Grand 2022 (5 895 km) est en excellent etat. Carburant: a essence, transmission automatique, couleur blanc. Vehicule non accidente, deuxieme proprietaire. Localisation: Hamilton. Prix affiche: 62 995 $ CAD, faire une offre."
366,Kia,Soul,2018,100673,16980,ESSENCE,AUTOMATIQUE,Bleu,Toronto,CONCESSIONNAIRE,2025-09-24,"A vendre Kia Soul 2018, 100 673 km au compteur. A essence avec transmission automatique, tres fiable pour la conduite hivernale canadienne. Couleur bleu, aucun accident rapporte. Disponible a Toronto. Prix demande: 16 980 $."
367,Infiniti,Q50,2018,115000,25995,ESSENCE,AUTOMATIQUE,Argent,Quebec,CONCESSIONNAIRE,2026-06-06,"Infiniti Q50 2018 de couleur argent, 115 000 km, en tres bon etat mecanique et esthetique. Moteur a essence, transmission automatique. Inspection recente reussie. Vendeur situe a Quebec. Prix: 25 995 $ CAD."
368,Ford,F-150,2023,500,79816,HYBRIDE,AUTOMATIQUE,Rouge,Hamilton,CONCESSIONNAIRE,2026-07-17,"Cette Ford F-150 2023 (500 km) est en excellent etat. Carburant: hybride, faible consommation, transmission automatique, couleur rouge. Vehicule non accidente, deuxieme proprietaire. Localisation: Hamilton. Prix affiche: 79 816 $ CAD, faire une offre."
369,Jeep,Wrangler,2023,500,61070,ESSENCE,AUTOMATIQUE,Argent,Victoria,CONCESSIONNAIRE,2026-02-20,"Jeep Wrangler 2023 de couleur argent, 500 km, en tres bon etat mecanique et esthetique. Moteur a essence, transmission automatique. Inspection recente reussie. Vendeur situe a Victoria. Prix: 61 070 $ CAD."
370,Porsche,718,2018,47950,83000,ESSENCE,MANUELLE,Argent,Kelowna,CONCESSIONNAIRE,2026-02-05,"Superbe Porsche 718 2018 en excellente condition, 47 950 km. Entretien regulier effectue, carnet complet disponible. Vehicule a essence, transmission manuelle. Interieur propre et non-fumeur. Idealement situe a Kelowna. Prix: 83 000 $ CAD, negociable."
371,Dodge,Journey,2017,102000,21990,ESSENCE,AUTOMATIQUE,Gris,Quebec,CONCESSIONNAIRE,2025-12-06,"Dodge Journey 2017 de couleur gris, 102 000 km, en tres bon etat mecanique et esthetique. Moteur a essence, transmission automatique. Inspection recente reussie. Vendeur situe a Quebec. Prix: 21 990 $ CAD."
372,Honda,CR-V,2018,101214,25600,ESSENCE,AUTOMATIQUE,Noir,Mississauga,CONCESSIONNAIRE,2025-06-30,"A vendre Honda CR-V 2018, 101 214 km au compteur. A essence avec transmission automatique, tres fiable pour la conduite hivernale canadienne. Couleur noir, aucun accident rapporte. Disponible a Mississauga. Prix demande: 25 600 $."
373,Audi,Q8,2019,36291,69498,HYBRIDE,AUTOMATIQUE,Blanc,St. John's,PARTICULIER,2026-02-16,"Cette Audi Q8 2019 (36 291 km) est en excellent etat. Carburant: hybride, faible consommation, transmission automatique, couleur blanc. Vehicule non accidente, deuxieme proprietaire. Localisation: St. John's. Prix affiche: 69 498 $ CAD, faire une offre."
374,Tesla,Model 3,2021,37730,29990,ELECTRIQUE,AUTOMATIQUE,Bordeaux,Quebec,PARTICULIER,2025-11-03,"Occasion a saisir: Tesla Model 3 2021, seulement 37 730 km. Vehicule 100% electrique, zero emission, transmission automatique, entretien fait chez le concessionnaire. Pneus quatre saisons inclus, parfait pour le climat de Quebec. Prix: 29 990 $."
375,Audi,A3,2018,94650,32000,HYBRIDE,AUTOMATIQUE,Argent,Montreal,CONCESSIONNAIRE,2026-04-12,"Cette Audi A3 2018 (94 650 km) est en excellent etat. Carburant: hybride, faible consommation, transmission automatique, couleur argent. Vehicule non accidente, deuxieme proprietaire. Localisation: Montreal. Prix affiche: 32 000 $ CAD, faire une offre."
376,Volkswagen,Touareg,2015,151000,16500,ESSENCE,AUTOMATIQUE,Gris,Laval,CONCESSIONNAIRE,2025-09-23,"A vendre Volkswagen Touareg 2015, 151 000 km au compteur. A essence avec transmission automatique, tres fiable pour la conduite hivernale canadienne. Couleur gris, aucun accident rapporte. Disponible a Laval. Prix demande: 16 500 $."
377,Ford,Fusion,2020,43483,32990,HYBRIDE,AUTOMATIQUE,Beige,Montreal,CONCESSIONNAIRE,2026-03-25,"Ford Fusion 2020 de couleur beige, 43 483 km, en tres bon etat mecanique et esthetique. Moteur hybride, faible consommation, transmission automatique. Inspection recente reussie. Vendeur situe a Montreal. Prix: 32 990 $ CAD."
378,BMW,i8,2017,83297,87910,HYBRIDE,MANUELLE,Gris,Kelowna,CONCESSIONNAIRE,2026-08-19,"Superbe BMW i8 2017 en excellente condition, 83 297 km. Entretien regulier effectue, carnet complet disponible. Vehicule hybride, faible consommation, transmission manuelle. Interieur propre et non-fumeur. Idealement situe a Kelowna. Prix: 87 910 $ CAD, negociable."
379,Honda,Insight,2020,35333,38398,HYBRIDE,AUTOMATIQUE,Bordeaux,Calgary,PARTICULIER,2026-06-09,"Superbe Honda Insight 2020 en excellente condition, 35 333 km. Entretien regulier effectue, carnet complet disponible. Vehicule hybride, faible consommation, transmission automatique. Interieur propre et non-fumeur. Idealement situe a Calgary. Prix: 38 398 $ CAD, negociable."
380,Hyundai,Elantra,2022,8200,37888,HYBRIDE,MANUELLE,Noir,Laval,CONCESSIONNAIRE,2026-05-07,"Cette Hyundai Elantra 2022 (8 200 km) est en excellent etat. Carburant: hybride, faible consommation, transmission manuelle, couleur noir. Vehicule non accidente, deuxieme proprietaire. Localisation: Laval. Prix affiche: 37 888 $ CAD, faire une offre."
381,Tesla,Model 3,2014,70279,34900,ELECTRIQUE,AUTOMATIQUE,Gris,Halifax,PARTICULIER,2025-12-31,"A vendre Tesla Model 3 2014, 70 279 km au compteur. 100% electrique, zero emission avec transmission automatique, tres fiable pour la conduite hivernale canadienne. Couleur gris, aucun accident rapporte. Disponible a Halifax. Prix demande: 34 900 $."
382,Chevrolet,SILVERADO,2023,500,94973,DIESEL,MANUELLE,Noir,Ottawa,CONCESSIONNAIRE,2025-10-11,"Superbe Chevrolet SILVERADO 2023 en excellente condition, 500 km. Entretien regulier effectue, carnet complet disponible. Vehicule diesel, economique en carburant, transmission manuelle. Interieur propre et non-fumeur. Idealement situe a Ottawa. Prix: 94 973 $ CAD, negociable."
383,Volvo,XC60,2023,500,83829,HYBRIDE,AUTOMATIQUE,Argent,Quebec,PARTICULIER,2025-12-10,"Superbe Volvo XC60 2023 en excellente condition, 500 km. Entretien regulier effectue, carnet complet disponible. Vehicule hybride, faible consommation, transmission automatique. Interieur propre et non-fumeur. Idealement situe a Quebec. Prix: 83 829 $ CAD, negociable."
384,Chevrolet,Cruze,2017,96561,16776,ESSENCE,MANUELLE,Rouge,Winnipeg,PARTICULIER,2026-08-15,"Superbe Chevrolet Cruze 2017 en excellente condition, 96 561 km. Entretien regulier effectue, carnet complet disponible. Vehicule a essence, transmission manuelle. Interieur propre et non-fumeur. Idealement situe a Winnipeg. Prix: 16 776 $ CAD, negociable."
385,Ford,Escape,2022,6000,52433,HYBRIDE_RECHARGEABLE,AUTOMATIQUE,Argent,Laval,CONCESSIONNAIRE,2026-06-26,"Occasion a saisir: Ford Escape 2022, seulement 6 000 km. Vehicule hybride rechargeable (PHEV), transmission automatique, entretien fait chez le concessionnaire. Pneus quatre saisons inclus, parfait pour le climat de Laval. Prix: 52 433 $."
386,Volkswagen,Jetta,2011,185000,12495,DIESEL,MANUELLE,Gris,Montreal,CONCESSIONNAIRE,2026-07-04,"Superbe Volkswagen Jetta 2011 en excellente condition, 185 000 km. Entretien regulier effectue, carnet complet disponible. Vehicule diesel, economique en carburant, transmission manuelle. Interieur propre et non-fumeur. Idealement situe a Montreal. Prix: 12 495 $ CAD, negociable."
387,Jeep,Wrangler,2022,9932,64995,ELECTRIQUE,AUTOMATIQUE,Vert,Regina,PARTICULIER,2025-11-12,"Cette Jeep Wrangler 2022 (9 932 km) est en excellent etat. Carburant: 100% electrique, zero emission, transmission automatique, couleur vert. Vehicule non accidente, deuxieme proprietaire. Localisation: Regina. Prix affiche: 64 995 $ CAD, faire une offre."
388,BMW,X5,2017,113500,35998,ELECTRIQUE,AUTOMATIQUE,Bleu,London,PARTICULIER,2025-08-05,"Occasion a saisir: BMW X5 2017, seulement 113 500 km. Vehicule 100% electrique, zero emission, transmission automatique, entretien fait chez le concessionnaire. Pneus quatre saisons inclus, parfait pour le climat de London. Prix: 35 998 $."
389,Nissan,LEAF,2017,66000,18888,ELECTRIQUE,AUTOMATIQUE,Gris,Toronto,CONCESSIONNAIRE,2025-08-15,"Nissan LEAF 2017 de couleur gris, 66 000 km, en tres bon etat mecanique et esthetique. Moteur 100% electrique, zero emission, transmission automatique. Inspection recente reussie. Vendeur situe a Toronto. Prix: 18 888 $ CAD."
390,Volkswagen,Passat,2014,173450,13800,DIESEL,MANUELLE,Blanc,Ottawa,CONCESSIONNAIRE,2025-10-13,"Volkswagen Passat 2014 de couleur blanc, 173 450 km, en tres bon etat mecanique et esthetique. Moteur diesel, economique en carburant, transmission manuelle. Inspection recente reussie. Vendeur situe a Ottawa. Prix: 13 800 $ CAD."
391,Acura,MDX,2020,57590,43997,ESSENCE,AUTOMATIQUE,Argent,Saskatoon,PARTICULIER,2026-02-07,"A vendre Acura MDX 2020, 57 590 km au compteur. A essence avec transmission automatique, tres fiable pour la conduite hivernale canadienne. Couleur argent, aucun accident rapporte. Disponible a Saskatoon. Prix demande: 43 997 $."
